Ticker,Company_Name,Sector,Industry,Current_Price,Market_Cap,EPS,PE_Ratio,PB_Ratio,EV_EBITDA,Revenue,Revenue_Growth,EBIT,FCF,Total_Debt,Total_Cash,Debt_to_Equity,Current_Ratio,Profit_Margin,Operating_Margin,ROE,ROA,Beta,Cost_of_Equity,Cost_of_Debt,WACC,Dividend_Yield,Payout_Ratio,Earnings_Growth,Fetched_Date
EGCO.BK,Electricity Generating Public Company Limited,Utilities,Utilities - Independent Power Producers,111.5,58700845056,8.98,12.416482,0.58822906,29.912,32085668000.0,-0.231,11355379000.0,3075077000.0,108982788096,34809040896,108.933,1.623,0.14734,0.02256,0.04617,0.0053,0.38,0.057800000000000004,0.04749373814368377,0.044928110768018295,5.83,0.72379994,0.0,2026-04-11 06:04:19
GLOBAL.BK,Siam Global House Public Company Limited,Consumer Cyclical,Home Improvement Retail,6.1,34172180480,0.35,17.428572,1.3380127,11.477,31601091078.0,0.0,2619288800.0,4738619710.0,11193522176,2209406464,43.398,1.259,0.06142,0.06236,0.07651,0.038259998,0.367,0.05702,0.021071521661494227,0.04711024500547306,3.02,0.5068,-0.18,2026-04-11 06:04:20
GPSC.BK,Global Power Synergy Public Company Limited,Utilities,Utilities - Regulated Electric,34.75,97985593344,2.27,15.308371,0.93850434,10.978,84915866800.0,-0.096,11925037799.0,18801443842.0,115205365760,22376077312,98.943,1.726,0.07503,0.050679997,0.06162,0.021359999,0.906,0.08936,0.03527613469381515,0.05632130307815925,5.47,0.41849998,0.514,2026-04-11 06:04:21
GULF.BK,Gulf Development Public Company Limited,Utilities,Utilities - Independent Power Producers,59.5,888920342528,1.71,34.795322,2.6482108,44.541,120888188000.0,1.28,34778797000.0,-8508555000.0,364067749888,46135869440,99.499,1.03,0.65855,0.18305999,0.35041,0.022230001,1.0,0.095,0.029423095023647074,0.07423616641145042,1.76,0.0,1.858,2026-04-11 06:04:22
HMPRO.BK,Home Product Center Public Company Limited,Consumer Cyclical,Home Improvement Retail,6.3,81638547456,0.46,13.695652,3.1312127,9.325,67887595271.0,-0.03,8138731607.0,5275591533.0,25584896000,4487990272,98.037,0.733,0.08518,0.11924,0.22728,0.07216,0.47,0.0632,0.027787993744434216,0.05342412404027914,6.98,0.89129996,-0.06,2026-04-11 06:04:23
IVL.BK,Indorama Ventures Public Company Limited,Basic Materials,Chemicals,24.5,137556525056,-1.47,0,1.340336,14.968,447245582000.0,-0.154,7455494000.0,28234835000.0,264147533824,27983360000,204.844,0.977,-0.01629,-0.02736,-0.05156,0.00456,0.783,0.08198,0.05851829383460842,0.05885639888730536,2.86,0.39090002,0.0,2026-04-11 06:04:24
KBANK.BK,Kasikornbank Public Company Limited,Financial Services,Banks - Regional,192.0,454910902272,20.62,9.311348,0.782782,0.0,207427164000.0,0.031,0.0,210619919000.0,314547666944,683707465728,0.0,0.0,0.32083,0.38735,0.08453,0.01253,0.222,0.04832,0.0764812539661372,0.05357909632456112,6.25,0.48470002,-0.044,2026-04-11 06:04:25
KCE.BK,KCE Electronics Public Company Limited,Technology,Electronic Components,25.75,30438780928,0.7,36.785713,2.317106,16.574,13074689462.0,-0.067,1001176857.0,1921877049.0,1470019328,1969257856,11.14,2.336,0.06369,0.04977,0.06358,0.02582,0.683,0.07598,0.02479480936457456,0.07339347250039835,4.66,1.7142999,-0.562,2026-04-11 06:04:25
KKP.BK,Kiatnakin Phatra Bank Public Company Limited,Financial Services,Banks - Regional,80.0,66784845824,7.17,11.157601,1.0027325,0.0,24823842000.0,-0.022,0.0,23040964000.0,41207296000,34669228032,0.0,0.0,0.27418,0.46084,0.09297,0.0121,0.241,0.049460000000000004,0.18120072717219785,0.08590080646398868,7.13,0.5927,0.244,2026-04-11 06:04:26
KTB.BK,Krung Thai Bank Public Company Limited,Financial Services,Banks - Regional,33.0,461210025984,3.45,9.565217,0.9935569,0.0,156430120000.0,-0.051,0.0,191465674000.0,191804375040,167916126208,0.0,0.0,0.37137002,0.49548,0.11021,0.01361,0.23,0.0488,0.2176905505481425,0.08561870791876205,10.95,0.5725,-0.022,2026-04-11 06:04:27
KTC.BK,Krungthai Card Public Company Limited,Financial Services,Credit Services,29.0,74771685376,3.02,9.602649,1.6935295,0.0,21963523395.0,0.127,0.0,9122825471.0,57139953664,3471461376,129.809,2.984,0.39200002,0.5539,0.18016,0.06823,0.35,0.056,0.02964109381256078,0.04201423773512079,6.1,0.4371,0.157,2026-04-11 06:04:28
LH.BK,Land and Houses Public Company Limited,Real Estate,Real Estate - Development,3.8,45408911360,0.31,12.258064,0.87517273,18.076,21572055166.0,-0.315,6029268568.0,1776337470.0,79490236416,6759378944,151.037,2.268,0.21471001,0.07916,0.0,0.0,1.0,0.095,0.025947803063582728,0.04774991891774939,6.32,0.96769994,-0.729,2026-04-11 06:04:29
MINT.BK,Minor International Public Company Limited,Consumer Cyclical,Lodging,22.5,126552924160,1.29,17.44186,2.1868014,11.401,160618684533.0,0.042,22882405660.0,23747755517.0,185655033856,9596482560,191.425,0.608,0.05466,0.08128,0.10034,0.03417,0.502,0.06512,0.05239728598226542,0.051322786406610546,3.11,0.5039,1.877,2026-04-11 06:04:30
OR.BK,PTT Oil and Retail Business Public Company Limited,Energy,Oil & Gas Refining & Marketing,12.2,146400002048,0.94,12.978724,1.2869198,7.037,658723000000.0,-0.163,14725276205.0,4626061740.0,23564550144,40163831808,20.703,2.24,0.01716,0.01227,0.10147,0.04338,0.481,0.06386,0.040002200476549864,0.05944304908103552,4.92,0.45740002,-0.32,2026-04-11 06:04:31
OSP.BK,Osotspa Public Company Limited,Consumer Defensive,Beverages - Non-Alcoholic,15.1,45356625920,1.22,12.377049,2.6882677,8.105,25560937000.0,-0.017,4495201566.0,5829792111.0,615765312,4524901888,3.553,1.843,0.14344,0.12868,0.23268999,0.09694,0.421,0.06026,0.1776672148755271,0.06135663707603244,5.3,0.5738,0.221,2026-04-11 06:04:32
PTT.BK,PTT Public Company Limited,Energy,Oil & Gas Integrated,34.75,984270635008,3.15,11.031746,0.8730278,6.817,2662145000000.0,-0.119,214296841389.0,127599798526.0,985805160448,402817122304,59.656,1.6,0.03387,0.05606,0.07115,0.02812,0.437,0.061220000000000004,0.03953215256277376,0.04641133528267434,6.04,0.69839996,1.735,2026-04-11 06:04:33
RATCH.BK,Ratch Group Public Company Limited,Utilities,Utilities - Regulated Electric,30.0,65250000896,2.86,10.489511,0.6982265,48.921,27081617449.0,0.477,11774901775.0,10900940843.0,114967306240,21089533952,106.801,1.222,0.25359,-0.10687,0.06418,-0.00046,0.271,0.05126,0.037678007101925814,0.0377883031266789,5.33,0.55939996,0.208,2026-04-11 06:04:34
SAWAD.BK,Srisawad Corporation Public Company Limited,Financial Services,Credit Services,23.7,39377715200,3.02,7.8476825,1.0513709,0.0,15687573000.0,-0.07,0.0,8012255000.0,64185532416,6045545984,157.476,3.225,0.34744,0.48275003,0.13678999,0.048899997,0.752,0.08012,0.044651557634903645,0.05260292494904682,3.12,0.1291,0.083,2026-04-11 06:04:35
SCB.BK,SCB X Public Company Limited,Financial Services,Banks - Regional,145.5,489914105856,14.1,10.319149,0.9891029,0.0,0.0,-0.11,0.0,0.0,168128217088,758181003264,0.0,0.0,0.36497003,0.42806,0.09678,0.01351,0.238,0.049280000000000004,0.0,0.03668907955429224,7.75,0.7404,-0.135,2026-04-11 06:04:36
SCC.BK,The Siam Cement Public Company Limited,Industrials,Conglomerates,214.0,256799997952,11.73,18.24382,0.76043195,20.626,496925436000.0,-0.034,30195016000.0,19274370000.0,332705595392,52257751040,83.838,1.007,0.02832,-0.12392,0.02586,0.00014,0.618,0.07208,0.032274618006794716,0.04597157509337819,2.34,0.42630002,0.0,2026-04-11 06:04:37
SCGP.BK,SCG Packaging Public Company Limited,Consumer Cyclical,Packaging & Containers,20.9,89722028032,0.95,22.0,1.2059315,9.681,124373833000.0,-0.034,8342680000.0,10380085000.0,62903975936,10904969216,69.804,1.07,0.03272,0.08018,0.04987,0.02895,0.709,0.07754,0.03731029660808498,0.05788409985138294,2.87,0.5789,0.0,2026-04-11 06:04:38
TCAP.BK,Thanachart Capital Public Company Limited,Financial Services,Credit Services,58.0,60819091456,7.33,7.912688,0.7553854,0.0,16560279000.0,0.183,0.0,8503757000.0,52063662080,14069488640,0.0,0.0,0.7454,0.82665,0.09837,0.05192,0.217,0.04802,0.035687078583620066,0.03903991206514716,6.03,0.45700002,0.315,2026-04-11 06:04:39
TIDLOR.BK,Tidlor Holdings Public Company Limited,Financial Services,Credit Services,15.0,43438944256,1.7,8.823529,1.25934,0.0,23368545000.0,0.092,9966527000.0,349299000.0,74568843264,3060340992,216.375,3.353,0.23492001,0.42955002,0.15274,0.04526,1.0,0.095,0.0,0.03496972353303891,2.27,0.2,-0.14,2026-04-11 06:04:40
TISCO.BK,TISCO Financial Group Public Company Limited,Financial Services,Banks - Regional,115.0,92075384832,8.31,13.838748,2.1228287,0.0,20591817000.0,-0.026,0.0,9014131000.0,23553107968,41093214208,0.0,0.0,0.38457,0.47158,0.15411,0.02326,0.198,0.046880000000000005,0.16236774378972693,0.0637896928543564,6.74,0.9315,-0.038,2026-04-11 06:04:40
TLI.BK,Thai Life Insurance Public Company Limited,Financial Services,Insurance - Life,10.8,123660009472,1.04,10.384616,0.8002964,7.041,55191533000.0,0.208,0.0,2667066000.0,0,18857975808,0.0,1.167,0.30558002,0.33578,0.08492,0.01465,0.166,0.04496,0.05,0.04496,5.56,0.48080003,0.159,2026-04-11 06:04:41
TOP.BK,Thai Oil Public Company Limited,Energy,Oil & Gas Refining & Marketing,47.0,104990269440,6.53,7.1975493,0.6105799,11.7,394336061810.0,-0.169,20263986576.0,38110944524.0,133721587712,68600606720,69.274,1.442,0.04407,0.088070005,0.081499994,0.015190001,1.051,0.09806,0.026132565270808622,0.05483990813305405,4.26,0.2297,-0.112,2026-04-11 06:04:42
TRUE.BK,True Corporation Public Company Limited,Communication Services,Telecom Services,14.3,494095007744,0.27,52.962963,6.544623,10.61,195668607000.0,-0.101,25224356000.0,20437854000.0,433650860032,18034831360,577.067,0.422,0.04723,0.21739,0.12203,0.03398,-0.104,0.028760000000000004,0.04213749281772807,0.03107374705082272,2.17,0.7037,0.0,2026-04-11 06:04:43
TTB.BK,TMBThanachart Bank Public Company Limited,Financial Services,Banks - Regional,2.38,225821917184,0.22,10.818182,0.924631,0.0,72439504000.0,0.03,0.0,108061570000.0,36414484480,215045799936,0.0,0.0,0.41957,0.39352,0.08564,0.01196,0.358,0.05648,0.4244190250307781,0.0957854124109597,5.63,0.5955,0.024,2026-04-11 06:04:44
TU.BK,Thai Union Group Public Company Limited,Consumer Defensive,Packaged Foods,11.4,43948068864,1.16,9.827586,0.9830976,11.941,132718579000.0,-0.001,7708239000.0,811261000.0,77823803392,14953639936,149.423,1.695,0.034730002,0.04261,0.10416,0.02434,-0.065,0.031100000000000003,0.02672335338745198,0.024887154032577317,6.14,0.6034,-0.009,2026-04-11 06:04:45
VGI.BK,VGI Public Company Limited,Industrials,Conglomerates,0.87,18358118400,0.0,Infinity,0.5040556,4.851,4919655133.0,-0.112,427721861.0,106891943.0,838268992,21314709504,2.201,10.483,0.05459,-0.07467,0.00153,-0.00783,0.698,0.07688,0.03270188717656874,0.07466522193594206,1.49,3.25,-0.812,2026-04-11 06:04:47
