Ticker,Company_Name,Sector,Industry,Current_Price,Market_Cap,EPS,PE_Ratio,PB_Ratio,EV_EBITDA,Revenue,Revenue_Growth,EBIT,FCF,Total_Debt,Total_Cash,Debt_to_Equity,Current_Ratio,Profit_Margin,Operating_Margin,ROE,ROA,Beta,Cost_of_Equity,Cost_of_Debt,WACC,Dividend_Yield,Payout_Ratio,Earnings_Growth,Fetched_Date
BTS.BK,BTS Group Holdings Public Company Limited,Industrials,Railroads,2.14,34440740864,-0.07,0,0.6009548,61.67,18111023207.0,0.125,10328025401.0,38690053065.0,192782893056,55278718976,193.565,1.681,-0.04625,0.02698,-0.01854,0.00307,0.123,0.04238,0.035890113953161565,0.030783763454284956,0.0,0.0,0.0,2026-04-11 06:17:25
CBG.BK,Carabao Group Public Company Limited,Consumer Defensive,Beverages - Non-Alcoholic,38.0,38000001024,2.32,16.37931,2.6944623,9.069,22041839143.0,-0.143,3107672918.0,2618772574.0,2516208384,1482905856,17.888,1.528,0.11374,0.21174999,0.16869,0.12036,0.582,0.06992000000000001,0.03209480960063441,0.06717227239576619,3.16,0.6034,-0.818,2026-04-11 06:17:26
CCET.BK,Cal-Comp Electronics (Thailand) Public Company Limited,Technology,Computer Hardware,5.15,53817516032,0.2,25.75,2.1711636,11.92,138635344073.0,-0.099,3176449939.0,479183641.0,21068853248,7388684800,84.985,1.209,0.01466,0.02471,0.07944,0.028989999,0.324,0.05444,0.036337241091784364,0.04730223680009714,3.5,1.0,-0.235,2026-04-11 06:17:27
CENTEL.BK,Central Plaza Hotel Public Company Limited,Consumer Cyclical,Resorts & Casinos,34.75,46912499712,1.48,23.479729,2.0936258,16.179,23953951337.0,0.052,3639036002.0,3455380675.0,31798372352,3678762496,140.611,0.555,0.08083,0.13599,0.09017,0.028350001,0.188,0.04628,0.03640593497003906,0.03934945689526848,1.93,0.3986,0.461,2026-04-11 06:17:27
COM7.BK,Com7 Public Company Limited,Consumer Cyclical,Specialty Retail,22.2,52340916224,1.71,12.982456,4.9564633,11.022,87254554000.0,0.127,5197790000.0,4798417000.0,12016528384,4191119104,109.545,1.183,0.04646,0.058579996,0.41224998,0.11054,0.383,0.057980000000000004,0.02309019636398838,0.05060327585260733,4.95,0.5029,0.139,2026-04-11 06:17:28
CPALL.BK,CP ALL Public Company Limited,Consumer Defensive,Grocery Stores,47.75,425715269632,3.1,15.403226,3.3194299,13.541,990662609397.0,0.018,53812827764.0,46683198004.0,442339360768,53560725504,133.418,0.609,0.027609998,0.05192,0.0979,0.03427,0.505,0.0653,0.03367006188448026,0.04575067125610439,3.46,0.4355,0.018,2026-04-11 06:17:29
CPF.BK,Charoen Pokphand Foods Public Company Limited,Consumer Defensive,Farm Products,20.8,158742609920,3.12,6.6666665,0.82615083,9.104,571134512000.0,-0.048,40396584000.0,54032184000.0,516785307648,27965032448,205.188,0.671,0.04389,0.03838,0.105100006,0.035269998,0.047,0.037820000000000006,0.006033341029353985,0.01257978965217078,2.4,0.4968,-0.79,2026-04-11 06:17:30
CPN.BK,Central Pattana Public Company Limited,Real Estate,Real Estate - Diversified,63.5,284988014592,4.2,15.119048,2.5936365,12.879,50034076205.0,0.07,27265720181.0,36880584847.0,116677869568,6015208960,97.834,0.75,0.34812,0.47140998,0.16740999,0.05289,0.631,0.07286000000000001,0.03175217190472313,0.0590740919169557,3.78,0.5,0.256,2026-04-11 06:17:31
DELTA.BK,Delta Electronics (Thailand) Public Company Limited,Industrials,Electrical Equipment & Parts,317.0,3954199756800,2.0,158.5,40.882126,115.35,198153416583.0,0.382,28950539656.0,13090328550.0,1465753600,20288075776,1.515,1.991,0.12523,0.13891,0.28091,0.1176,0.744,0.07964,0.043451179652569165,0.07962337027280719,0.19,0.23120001,2.367,2026-04-11 06:17:32
EA.BK,Energy Absolute Public Company Limited,Utilities,Utilities - Renewable,2.66,19755290624,-0.67,0,0.59388256,24.907,13098001012.0,-0.234,-4066814476.0,6742467021.0,49828405248,915347392,144.527,1.558,-0.37080002,-0.88474,-0.20472,-0.0057599996,0.667,0.07502,0.04567025552340631,0.047462019101250655,0.0,0.0,0.0,2026-04-11 06:17:33
EGCO.BK,Electricity Generating Public Company Limited,Utilities,Utilities - Independent Power Producers,111.5,58700845056,8.98,12.416482,0.58822906,29.912,32085668000.0,-0.231,11355379000.0,3075077000.0,108982788096,34809040896,108.933,1.623,0.14734,0.02256,0.04617,0.0053,0.38,0.057800000000000004,0.04749373814368377,0.044928110768018295,5.83,0.72379994,0.0,2026-04-11 06:17:34
GLOBAL.BK,Siam Global House Public Company Limited,Consumer Cyclical,Home Improvement Retail,6.1,34172180480,0.35,17.428572,1.3380127,11.477,31601091078.0,0.0,2619288800.0,4738619710.0,11193522176,2209406464,43.398,1.259,0.06142,0.06236,0.07651,0.038259998,0.367,0.05702,0.021071521661494227,0.04711024500547306,3.02,0.5068,-0.18,2026-04-11 06:17:36
GPSC.BK,Global Power Synergy Public Company Limited,Utilities,Utilities - Regulated Electric,34.75,97985593344,2.27,15.308371,0.93850434,10.978,84915866800.0,-0.096,11925037799.0,18801443842.0,115205365760,22376077312,98.943,1.726,0.07503,0.050679997,0.06162,0.021359999,0.906,0.08936,0.03527613469381515,0.05632130307815925,5.47,0.41849998,0.514,2026-04-11 06:17:37
GULF.BK,Gulf Development Public Company Limited,Utilities,Utilities - Independent Power Producers,59.5,888920342528,1.71,34.795322,2.6482108,44.541,120888188000.0,1.28,34778797000.0,-8508555000.0,364067749888,46135869440,99.499,1.03,0.65855,0.18305999,0.35041,0.022230001,1.0,0.095,0.029423095023647074,0.07423616641145042,1.76,0.0,1.858,2026-04-11 06:17:38
HMPRO.BK,Home Product Center Public Company Limited,Consumer Cyclical,Home Improvement Retail,6.3,81638547456,0.46,13.695652,3.1312127,9.325,67887595271.0,-0.03,8138731607.0,5275591533.0,25584896000,4487990272,98.037,0.733,0.08518,0.11924,0.22728,0.07216,0.47,0.0632,0.027787993744434216,0.05342412404027914,6.98,0.89129996,-0.06,2026-04-11 06:17:39
IVL.BK,Indorama Ventures Public Company Limited,Basic Materials,Chemicals,24.5,137556525056,-1.47,0,1.340336,14.968,447245582000.0,-0.154,7455494000.0,28234835000.0,264147533824,27983360000,204.844,0.977,-0.01629,-0.02736,-0.05156,0.00456,0.783,0.08198,0.05851829383460842,0.05885639888730536,2.86,0.39090002,0.0,2026-04-11 06:17:40
KBANK.BK,Kasikornbank Public Company Limited,Financial Services,Banks - Regional,192.0,454910902272,20.62,9.311348,0.782782,0.0,207427164000.0,0.031,0.0,210619919000.0,314547666944,683707465728,0.0,0.0,0.32083,0.38735,0.08453,0.01253,0.222,0.04832,0.0764812539661372,0.05357909632456112,6.25,0.48470002,-0.044,2026-04-11 06:17:41
KCE.BK,KCE Electronics Public Company Limited,Technology,Electronic Components,25.75,30438780928,0.7,36.785713,2.317106,16.574,13074689462.0,-0.067,1001176857.0,1921877049.0,1470019328,1969257856,11.14,2.336,0.06369,0.04977,0.06358,0.02582,0.683,0.07598,0.02479480936457456,0.07339347250039835,4.66,1.7142999,-0.562,2026-04-11 06:17:42
KKP.BK,Kiatnakin Phatra Bank Public Company Limited,Financial Services,Banks - Regional,80.0,66784845824,7.17,11.157601,1.0027325,0.0,24823842000.0,-0.022,0.0,23040964000.0,41207296000,34669228032,0.0,0.0,0.27418,0.46084,0.09297,0.0121,0.241,0.049460000000000004,0.18120072717219785,0.08590080646398868,7.13,0.5927,0.244,2026-04-11 06:17:43
KTB.BK,Krung Thai Bank Public Company Limited,Financial Services,Banks - Regional,33.0,461210025984,3.45,9.565217,0.9935569,0.0,156430120000.0,-0.051,0.0,191465674000.0,191804375040,167916126208,0.0,0.0,0.37137002,0.49548,0.11021,0.01361,0.23,0.0488,0.2176905505481425,0.08561870791876205,10.95,0.5725,-0.022,2026-04-11 06:17:44
KTC.BK,Krungthai Card Public Company Limited,Financial Services,Credit Services,29.0,74771685376,3.02,9.602649,1.6935295,0.0,21963523395.0,0.127,0.0,9122825471.0,57139953664,3471461376,129.809,2.984,0.39200002,0.5539,0.18016,0.06823,0.35,0.056,0.02964109381256078,0.04201423773512079,6.1,0.4371,0.157,2026-04-11 06:17:45
LH.BK,Land and Houses Public Company Limited,Real Estate,Real Estate - Development,3.8,45408911360,0.31,12.258064,0.87517273,18.076,21572055166.0,-0.315,6029268568.0,1776337470.0,79490236416,6759378944,151.037,2.268,0.21471001,0.07916,0.0,0.0,1.0,0.095,0.025947803063582728,0.04774991891774939,6.32,0.96769994,-0.729,2026-04-11 06:17:46
MINT.BK,Minor International Public Company Limited,Consumer Cyclical,Lodging,22.5,126552924160,1.29,17.44186,2.1868014,11.401,160618684533.0,0.042,22882405660.0,23747755517.0,185655033856,9596482560,191.425,0.608,0.05466,0.08128,0.10034,0.03417,0.502,0.06512,0.05239728598226542,0.051322786406610546,3.11,0.5039,1.877,2026-04-11 06:17:47
OR.BK,PTT Oil and Retail Business Public Company Limited,Energy,Oil & Gas Refining & Marketing,12.2,146400002048,0.94,12.978724,1.2869198,7.037,658723000000.0,-0.163,14725276205.0,4626061740.0,23564550144,40163831808,20.703,2.24,0.01716,0.01227,0.10147,0.04338,0.481,0.06386,0.040002200476549864,0.05944304908103552,4.92,0.45740002,-0.32,2026-04-11 06:17:48
OSP.BK,Osotspa Public Company Limited,Consumer Defensive,Beverages - Non-Alcoholic,15.1,45356625920,1.22,12.377049,2.6882677,8.105,25560937000.0,-0.017,4495201566.0,5829792111.0,615765312,4524901888,3.553,1.843,0.14344,0.12868,0.23268999,0.09694,0.421,0.06026,0.1776672148755271,0.06135663707603244,5.3,0.5738,0.221,2026-04-11 06:17:49
PTT.BK,PTT Public Company Limited,Energy,Oil & Gas Integrated,34.75,984270635008,3.15,11.031746,0.8730278,6.817,2662145000000.0,-0.119,214296841389.0,127599798526.0,985805160448,402817122304,59.656,1.6,0.03387,0.05606,0.07115,0.02812,0.437,0.061220000000000004,0.03953215256277376,0.04641133528267434,6.04,0.69839996,1.735,2026-04-11 06:17:50
RATCH.BK,Ratch Group Public Company Limited,Utilities,Utilities - Regulated Electric,30.0,65250000896,2.86,10.489511,0.6982265,48.921,27081617449.0,0.477,11774901775.0,10900940843.0,114967306240,21089533952,106.801,1.222,0.25359,-0.10687,0.06418,-0.00046,0.271,0.05126,0.037678007101925814,0.0377883031266789,5.33,0.55939996,0.208,2026-04-11 06:17:50
SAWAD.BK,Srisawad Corporation Public Company Limited,Financial Services,Credit Services,23.7,39377715200,3.02,7.8476825,1.0513709,0.0,15687573000.0,-0.07,0.0,8012255000.0,64185532416,6045545984,157.476,3.225,0.34744,0.48275003,0.13678999,0.048899997,0.752,0.08012,0.044651557634903645,0.05260292494904682,3.12,0.1291,0.083,2026-04-11 06:17:51
SCB.BK,SCB X Public Company Limited,Financial Services,Banks - Regional,145.5,489914105856,14.1,10.319149,0.9891029,0.0,0.0,-0.11,0.0,0.0,168128217088,758181003264,0.0,0.0,0.36497003,0.42806,0.09678,0.01351,0.238,0.049280000000000004,0.0,0.03668907955429224,7.75,0.7404,-0.135,2026-04-11 06:17:52
SCC.BK,The Siam Cement Public Company Limited,Industrials,Conglomerates,214.0,256799997952,11.73,18.24382,0.76043195,20.626,496925436000.0,-0.034,30195016000.0,19274370000.0,332705595392,52257751040,83.838,1.007,0.02832,-0.12392,0.02586,0.00014,0.618,0.07208,0.032274618006794716,0.04597157509337819,2.34,0.42630002,0.0,2026-04-11 06:17:53
SCGP.BK,SCG Packaging Public Company Limited,Consumer Cyclical,Packaging & Containers,20.9,89722028032,0.95,22.0,1.2059315,9.681,124373833000.0,-0.034,8342680000.0,10380085000.0,62903975936,10904969216,69.804,1.07,0.03272,0.08018,0.04987,0.02895,0.709,0.07754,0.03731029660808498,0.05788409985138294,2.87,0.5789,0.0,2026-04-11 06:17:54
TCAP.BK,Thanachart Capital Public Company Limited,Financial Services,Credit Services,58.0,60819091456,7.33,7.912688,0.7553854,0.0,16560279000.0,0.183,0.0,8503757000.0,52063662080,14069488640,0.0,0.0,0.7454,0.82665,0.09837,0.05192,0.217,0.04802,0.035687078583620066,0.03903991206514716,6.03,0.45700002,0.315,2026-04-11 06:17:55
TIDLOR.BK,Tidlor Holdings Public Company Limited,Financial Services,Credit Services,15.0,43438944256,1.7,8.823529,1.25934,0.0,23368545000.0,0.092,9966527000.0,349299000.0,74568843264,3060340992,216.375,3.353,0.23492001,0.42955002,0.15274,0.04526,1.0,0.095,0.0,0.03496972353303891,2.27,0.2,-0.14,2026-04-11 06:17:56
TISCO.BK,TISCO Financial Group Public Company Limited,Financial Services,Banks - Regional,115.0,92075384832,8.31,13.838748,2.1228287,0.0,20591817000.0,-0.026,0.0,9014131000.0,23553107968,41093214208,0.0,0.0,0.38457,0.47158,0.15411,0.02326,0.198,0.046880000000000005,0.16236774378972693,0.0637896928543564,6.74,0.9315,-0.038,2026-04-11 06:17:57
TLI.BK,Thai Life Insurance Public Company Limited,Financial Services,Insurance - Life,10.8,123660009472,1.04,10.384616,0.8002964,7.041,55191533000.0,0.208,0.0,2667066000.0,0,18857975808,0.0,1.167,0.30558002,0.33578,0.08492,0.01465,0.166,0.04496,0.05,0.04496,5.56,0.48080003,0.159,2026-04-11 06:17:58
TOP.BK,Thai Oil Public Company Limited,Energy,Oil & Gas Refining & Marketing,47.0,104990269440,6.53,7.1975493,0.6105799,11.7,394336061810.0,-0.169,20263986576.0,38110944524.0,133721587712,68600606720,69.274,1.442,0.04407,0.088070005,0.081499994,0.015190001,1.051,0.09806,0.026132565270808622,0.05483990813305405,4.26,0.2297,-0.112,2026-04-11 06:18:00
TRUE.BK,True Corporation Public Company Limited,Communication Services,Telecom Services,14.3,494095007744,0.27,52.962963,6.544623,10.61,195668607000.0,-0.101,25224356000.0,20437854000.0,433650860032,18034831360,577.067,0.422,0.04723,0.21739,0.12203,0.03398,-0.104,0.028760000000000004,0.04213749281772807,0.03107374705082272,2.17,0.7037,0.0,2026-04-11 06:18:01
TTB.BK,TMBThanachart Bank Public Company Limited,Financial Services,Banks - Regional,2.38,225821917184,0.22,10.818182,0.924631,0.0,72439504000.0,0.03,0.0,108061570000.0,36414484480,215045799936,0.0,0.0,0.41957,0.39352,0.08564,0.01196,0.358,0.05648,0.4244190250307781,0.0957854124109597,5.63,0.5955,0.024,2026-04-11 06:18:02
TU.BK,Thai Union Group Public Company Limited,Consumer Defensive,Packaged Foods,11.4,43948068864,1.16,9.827586,0.9830976,11.941,132718579000.0,-0.001,7708239000.0,811261000.0,77823803392,14953639936,149.423,1.695,0.034730002,0.04261,0.10416,0.02434,-0.065,0.031100000000000003,0.02672335338745198,0.024887154032577317,6.14,0.6034,-0.009,2026-04-11 06:18:03
VGI.BK,VGI Public Company Limited,Industrials,Conglomerates,0.87,18358118400,0.0,Infinity,0.5040556,4.851,4919655133.0,-0.112,427721861.0,106891943.0,838268992,21314709504,2.201,10.483,0.05459,-0.07467,0.00153,-0.00783,0.698,0.07688,0.03270188717656874,0.07466522193594206,1.49,3.25,-0.812,2026-04-11 06:18:04
PTTEP.BK,PTT Exploration and Production Public Company Limited,Energy,Oil & Gas E&P,151.5,601452773376,15.18,9.980237,1.1237043,107.848,281448611000.0,-0.026,117172049000.0,29420892000.0,4014046976,2467417088,24.4,1.369,0.21378,0.32411,0.11359999,0.06513,0.105,0.0413,3.2549427244171842,0.058289558988403156,5.78,0.6077,0.077,2026-04-11 06:18:05
PTTGC.BK,PTT Global Chemical Public Company Limited,Basic Materials,Chemicals,36.5,164572987392,-3.61,0,0.5676075,28.631,487584549093.0,-0.302,-6196886793.0,26805230046.0,180101791744,21271130112,60.892,1.187,-0.02994,-0.02252,-0.05519,-0.00903,0.713,0.07778,0.04885198438506435,0.05755904433588316,1.37,0.4386,0.0,2026-04-11 06:18:06
WHA.BK,WHA Corporation Public Company Limited,Real Estate,Real Estate Services,4.28,63972454400,0.34,12.588236,1.7334954,14.741,15264922414.0,0.503,7400860225.0,-768106957.0,49805549568,3560545536,122.675,1.426,0.30091998,0.29378998,0.13994999,0.041479997,0.152,0.044120000000000006,0.026336809640240932,0.034029777070240685,4.92,0.5547,0.158,2026-04-11 06:18:07
BAY.BK,Bank of Ayudhya Public Company Limited,Financial Services,Banks - Regional,25.75,189410869248,4.31,5.9744782,0.45667362,0.0,154897997000.0,0.153,0.0,72935728000.0,148445741056,53977333760,0.0,0.0,0.27229,0.39938,0.080019996,0.0127,0.246,0.04976,0.2076044740709277,0.1008696701926776,5.05,0.1972,0.136,2026-04-11 06:18:08
BANK.BK,BANK.BK,N/A,N/A,587.34,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.095,0.05,0.095,0.0,0.0,0.0,2026-04-11 06:18:09
CIMBT.BK,CIMB Thai Bank Public Company Limited,Financial Services,Banks - Regional,0.37,12884237312,0.07,5.285714,0.24683124,0.0,12812034291.0,-0.262,0.0,-4509384478.0,107931738112,162842492928,0.0,0.0,0.22205,0.21006,0.043860003,0.0043099998,-0.025,0.0335,0.07574231771860156,0.05770447099802245,0.0,0.5714,-0.556,2026-04-11 06:18:09
CIP.BK,CIP.BK,N/A,N/A,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.095,0.05,0.095,0.0,0.0,0.0,2026-04-11 06:18:10
CRC.BK,Central Retail Corporation Public Company Limited,Consumer Cyclical,Department Stores,19.8,119413792768,1.12,17.67857,1.8240442,13.902,228376778607.0,0.0,14464365900.0,21269145508.0,106739580928,9895169024,154.054,0.654,0.03012,0.028010001,0.10017,0.01602,0.254,0.05024000000000001,0.03641837222147352,0.04027874637019149,2.68,0.5357,0.0,2026-04-11 06:18:11
DRT.BK,Diamond Building Products Public Company Limited,Industrials,Building Products & Equipment,4.68,3800315136,0.39,12.0,1.6786225,7.394,4531336807.0,-0.042,376172243.0,323632516.0,1048469248,13404909,46.316,1.417,0.0692,0.07664,0.12985,0.05945,0.293,0.05258,0.016366191028237005,0.04404158059812791,6.84,1.0769,0.159,2026-04-11 06:18:12
FPT.BK,Frasers Property (Thailand) Public Company Limited,Real Estate,Real Estate - Development,6.05,14031626240,0.63,9.603175,0.38252404,10.117,14448887000.0,2.587,2969479000.0,3436931000.0,14980730880,5932965888,59.025,1.865,0.10771,0.21204,0.03974,0.00865,0.149,0.04394000000000001,0.08491254600256193,0.056327421113228054,5.29,0.5079,0.0,2026-04-11 06:18:13
IFEC.BK,IFEC.BK,N/A,N/A,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.095,0.05,0.095,0.0,0.0,0.0,2026-04-11 06:18:14
JMT.BK,JMT Network Services Public Company Limited,Financial Services,Credit Services,8.5,12407785472,0.71,11.971831,0.4574319,12.539,4801715143.0,-0.139,1755982547.0,2873613761.0,9216279552,2369740032,33.013,1.36,0.21441999,0.33435002,0.0366,0.02409,0.311,0.05366,0.05464986398884789,0.049423478260972514,10.12,0.7324,-0.446,2026-04-11 06:18:15
KSL.BK,Khon Kaen Sugar Industry Public Company Limited,Consumer Defensive,Confectioners,1.59,7012270592,-0.15,0,0.347541,12.736,15901917845.0,-0.233,106950534.0,-858129668.0,21193328640,656025024,95.699,0.705,-0.04384,0.08327,-0.02925,0.01153,-0.25,0.020000000000000004,0.03009956868200577,0.023065400854944684,2.52,1.1628,-0.011,2026-04-11 06:18:16
LHB.BK,LHB.BK,N/A,N/A,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.095,0.05,0.095,0.0,0.0,0.0,2026-04-11 06:18:17
MAK.BK,MAK.BK,N/A,N/A,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.095,0.05,0.095,0.0,0.0,0.0,2026-04-11 06:18:17
MK.BK,M.K. Real Estate Development Public Company Limited,Real Estate,Real Estate - Development,0.53,754830144,-0.33,0,0.15483493,39.667,1170972000.0,-0.412,229568000.0,-83672000.0,9183859712,249962000,186.718,0.738,-0.36359,-0.16607,-0.08881,-0.0027200002,0.111,0.04166,0.06437293453290938,0.05075113833988221,0.0,0.0,0.0,2026-04-11 06:18:18
MTC.BK,Muangthai Capital Public Company Limited,Financial Services,Credit Services,30.5,64660000768,3.17,9.62145,1.5065447,0.0,23521306267.0,0.124,0.0,-5150386110.0,145446600704,4995362816,338.889,3.91,0.31685,0.45391,0.16835,0.037019998,0.715,0.0779,0.04239990477708291,0.04745472824734606,0.95,0.0789,0.155,2026-04-11 06:18:19
NCH.BK,N.C. Housing Public Company Limited,Real Estate,Real Estate - Development,0.4,498113504,-0.1,0,0.16970725,-26.824,1113520763.26,0.081,-114148397.03,510803212.47,1187341184,40339900,40.862,3.362,-0.11495,-0.16854,-0.04395,-0.010930001,0.585,0.0701,0.01928089441223324,0.03158326178057419,0.0,0.0,0.0,2026-04-11 06:18:20
PF.BK,Property Perfect Public Company Limited,Real Estate,Real Estate - Development,0.04,400443232,-0.28,0,0.04102564,-63.105,4753753000.0,-0.428,1769793916000.0,467544000.0,25102802944,694494016,277.973,1.065,-0.55391,-0.16464001,-0.33812,-0.01227,1.0,0.095,70.62956291993589,55.61794103849692,0.0,0.0,0.0,2026-04-11 06:18:21
PG.BK,People's Garment Public Company Limited,Consumer Cyclical,Apparel Manufacturing,6.75,648000000,-0.06,0,0.47455007,-22.459,605198190.0,-0.082,-5914560.0,11337391.0,17669812,243187264,1.294,10.711,-0.00904,0.08605,-0.004,-0.012359999,0.038,0.03728,0.03827624198831318,0.037103240607822545,7.41,10.0,0.0,2026-04-11 06:18:22
PLAN.BK,PLAN.BK,N/A,N/A,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.095,0.05,0.095,0.0,0.0,0.0,2026-04-11 06:18:23
PRIN.BK,Prinsiri Public Company Limited,Real Estate,Real Estate - Development,1.37,1671416192,0.03,45.666668,0.30793437,35.378,1667011438.0,-0.235,175463971.0,248395166.0,5696447488,93979984,104.956,2.442,0.01867,0.071669996,0.00575,0.008590001,0.085,0.040100000000000004,0.02149059817682638,0.02238910051321688,0.0,0.0,-0.771,2026-04-11 06:18:24
PSL.BK,Precious Shipping Public Company Limited,Industrials,Marine Shipping,6.6,9799049216,0.27,24.444443,0.6540482,8.235,5248388950.0,0.089,1018188754.0,-2139997531.0,10146836480,1336566784,67.728,0.901,0.078779995,0.33909,0.02599,0.02562,0.787,0.08222,0.058716034418640796,0.06428911937446209,6.06,1.4814999,0.502,2026-04-11 06:18:25
RBF.BK,R&B Food Supply Public Company Limited,Consumer Defensive,Packaged Foods,4.0,7801999872,0.22,18.181818,1.6366612,9.94,4297062824.0,-0.011,534838707.0,340716646.0,182917568,691332032,3.704,4.637,0.10042,0.12907,0.08663,0.05633,0.277,0.05162,0.06410747818383415,0.05161234836670271,5.25,0.79550004,0.002,2026-04-11 06:18:26
RCL.BK,Regional Container Lines Public Company Limited,Industrials,Marine Shipping,31.25,25898438656,9.85,3.1725888,0.48571607,2.014,36923567221.0,-0.061,9049050966.0,2078443825.0,15975469056,16701367296,29.964,2.411,0.22118,0.20966,0.15659,0.069860004,0.73,0.07880000000000001,0.053829679115244625,0.0651661288280197,12.8,0.2538,-0.457,2026-04-11 06:18:27
